Date,Open,High,Low,Close
2023-01-26,143.14,146.23,142.05,146.02
2023-01-27,146.95,151.86,146.11,150.42
2023-01-30,148.11,149.8,145.67,145.78
2023-01-31,146.66,148.58,146.24,147.67
2023-02-01,146.74,152.24,145.78,151.79
2023-02-02,181.78,195.44,178.59,187.13
2023-02-03,181.87,195.06,181.3,184.91
2023-02-06,184.91,189.04,183.91,184.44
2023-02-07,183.96,192.09,182.79,189.95
2023-02-08,188.35,189.17,181.33,181.83
2023-02-09,184.51,185.03,175.73,176.37
2023-02-10,174.81,177.33,171.84,172.63
2023-02-13,176.67,179.42,174.29,177.87
2023-02-14,175.62,179.93,174.35,177.92
2023-02-15,174.88,176.64,173.8,175.62
2023-02-16,171.25,174.32,170.29,170.94
2023-02-17,168.74,171.67,168.22,171.38
2023-02-21,172.79,176.62,170.38,170.58
2023-02-22,169.58,171.26,168.21,169.63
2023-02-23,170.5,172.18,167.91,170.54
2023-02-24,167.17,169.23,166.2,168.91
2023-02-27,170.38,171.61,167.59,168.06
2023-02-28,170.4,176.0,170.37,173.42
2023-03-01,173.07,176.3,171.54,171.91
2023-03-02,170.88,173.49,169.94,173.01
2023-03-03,177.36,185.0,175.51,183.64
2023-03-06,186.36,188.01,183.03,183.29
2023-03-07,187.35,188.7,182.41,182.9
2023-03-08,181.28,183.65,179.76,183.36
2023-03-09,184.73,187.29,178.73,180.11
2023-03-10,179.43,183.16,177.24,177.95
2023-03-13,176.41,182.18,173.3,179.33
2023-03-14,185.95,192.63,184.94,192.33
2023-03-15,191.27,196.06,189.18,196.03
2023-03-16,196.53,203.97,194.38,203.15
2023-03-17,198.81,200.14,193.73,193.91
2023-03-20,196.75,197.62,191.95,196.09
2023-03-21,201.43,201.78,196.23,200.4
2023-03-22,200.74,205.56,197.93,198.07
2023-03-23,201.07,206.07,200.39,202.5
2023-03-24,203.39,205.77,201.78,204.22
2023-03-27,203.03,204.07,199.61,201.07
2023-03-28,198.41,199.28,196.18,198.93
2023-03-29,201.79,203.93,200.78,203.56
2023-03-30,201.61,206.28,201.05,206.03
2023-03-31,205.44,210.32,204.97,210.1
2023-04-03,207.02,211.63,206.39,211.22
2023-04-04,211.53,214.36,210.69,212.85
2023-04-05,212.29,213.32,208.11,209.64
2023-04-06,207.43,215.05,206.83,214.22
2023-04-10,212.84,213.78,208.83,212.88
2023-04-11,213.6,214.14,211.55,211.99
2023-04-12,212.97,214.95,210.73,212.14
2023-04-13,213.85,219.22,213.81,218.43
2023-04-14,215.98,220.18,215.66,219.56
2023-04-17,217.88,219.06,215.24,216.95
2023-04-18,218.0,218.52,214.33,215.99
2023-04-19,211.61,215.44,211.08,213.82
2023-04-20,211.62,214.86,210.92,211.22
2023-04-21,208.38,211.55,207.76,211.04
2023-04-24,211.82,212.06,208.88,210.94
2023-04-25,208.98,209.42,205.33,205.74
2023-04-26,210.65,212.25,207.06,207.58
2023-04-27,237.8,239.59,234.71,236.48
2023-04-28,236.93,238.34,233.7,238.23
2023-05-01,236.54,241.88,234.4,241.06
2023-05-02,241.06,242.79,236.91,237.16
2023-05-03,237.39,239.65,230.72,234.97
2023-05-04,234.01,236.13,230.9,231.49
2023-05-05,230.22,232.64,227.85,230.75
2023-05-08,229.41,233.57,228.27,231.24
2023-05-09,229.45,233.83,229.07,231.34
2023-05-10,234.11,234.69,228.71,231.05
2023-05-11,231.02,236.14,230.28,233.74
2023-05-12,234.68,234.9,229.44,231.77
2023-05-15,234.86,238.17,233.28,236.78
2023-05-16,233.74,237.55,233.47,236.74
2023-05-17,236.37,241.72,236.07,240.38
2023-05-18,239.2,244.94,239.09,244.7
2023-05-19,245.32,246.53,241.29,243.5
2023-05-22,243.27,251.36,242.99,246.16
2023-05-23,244.66,249.42,244.5,244.59
2023-05-24,243.14,247.42,242.82,247.04
2023-05-25,251.19,253.39,247.0,250.49
2023-05-26,250.73,260.03,250.51,259.76
2023-05-30,262.94,266.31,259.02,260.23
2023-05-31,257.74,262.69,256.2,262.42
2023-06-01,263.59,271.61,263.58,270.24
2023-06-02,270.29,272.95,268.76,270.24
2023-06-05,267.95,273.17,267.21,269.03
2023-06-06,267.79,274.16,267.34,268.76
2023-06-07,269.31,271.86,260.51,261.31
2023-06-08,258.35,265.32,256.63,262.28
2023-06-09,260.2,265.62,259.42,262.64
2023-06-12,264.84,269.38,263.02,268.69
2023-06-13,272.49,273.32,266.75,268.96
2023-06-14,269.52,272.6,265.98,270.97
2023-06-15,269.93,281.52,269.06,279.38
2023-06-16,282.27,285.34,277.69,278.55
2023-06-20,276.3,282.32,273.82,281.85
2023-06-21,281.06,281.53,275.94,279.19
2023-06-22,276.65,282.78,275.37,282.4
2023-06-23,279.06,287.15,276.52,286.22
2023-06-26,286.19,287.27,275.18,276.05
2023-06-27,279.56,286.83,278.21,284.55
2023-06-28,282.34,287.03,281.59,282.81
2023-06-29,282.02,284.08,278.25,279.08
