Date,Open,High,Low,Close
2021-11-17,147.62,151.53,147.61,150.06
2021-11-18,150.27,155.12,149.63,154.34
2021-11-19,154.12,157.42,153.03,156.96
2021-11-22,158.06,161.99,157.4,157.42
2021-11-23,157.52,158.18,155.5,157.8
2021-11-24,157.16,158.51,156.07,158.32
2021-11-26,156.0,156.86,152.86,153.3
2021-11-29,155.81,157.59,155.24,156.66
2021-11-30,156.41,161.82,156.34,161.6
2021-12-01,163.73,166.49,160.85,161.09
2021-12-02,155.19,160.53,154.27,160.1
2021-12-03,160.35,161.27,156.15,158.22
2021-12-06,160.62,164.13,160.61,161.62
2021-12-07,165.3,167.74,164.58,167.35
2021-12-08,168.28,172.03,166.88,171.16
2021-12-09,171.0,172.8,170.03,170.66
2021-12-10,171.29,175.61,170.78,175.44
2021-12-13,177.07,178.06,171.6,171.81
2021-12-14,171.33,173.77,168.36,170.43
2021-12-15,171.19,175.49,168.46,175.29
2021-12-16,175.27,177.09,166.93,168.41
2021-12-17,166.13,169.59,165.9,167.31
2021-12-20,164.52,166.77,163.72,165.95
2021-12-21,167.72,169.33,165.34,169.12
2021-12-22,169.17,171.93,168.3,171.71
2021-12-23,171.92,172.9,171.35,172.34
2021-12-27,173.13,176.39,173.11,176.3
2021-12-28,176.13,177.27,174.54,175.28
2021-12-29,175.32,176.59,174.16,175.37
2021-12-30,175.46,176.53,174.11,174.21
2021-12-31,174.11,175.22,173.3,173.6
2022-01-03,173.85,178.79,173.74,177.94
2022-01-04,178.55,178.85,175.11,175.68
2022-01-05,175.59,176.14,170.73,171.01
2022-01-06,168.84,171.38,167.8,168.15
2022-01-07,169.02,170.25,167.21,168.32
2022-01-10,165.3,168.64,164.41,168.34
2022-01-11,168.47,171.26,167.0,171.16
2022-01-12,172.18,173.22,170.91,171.6
2022-01-13,171.85,172.67,167.95,168.34
2022-01-14,167.51,169.89,167.26,169.2
2022-01-18,167.67,168.68,165.62,166.0
2022-01-19,166.2,167.25,162.23,162.51
2022-01-20,163.25,165.89,160.51,160.83
2022-01-21,160.74,162.61,158.67,158.78
2022-01-24,156.44,158.67,151.24,158.01
2022-01-25,155.42,159.12,153.51,156.21
2022-01-26,159.84,160.71,154.29,156.12
2022-01-27,158.82,160.18,154.74,155.66
2022-01-28,162.0,166.54,159.16,166.52
2022-01-31,166.35,171.09,165.72,170.87
2022-02-01,170.12,170.93,168.46,170.71
2022-02-02,170.84,171.95,169.45,171.91
2022-02-03,170.58,172.3,168.27,169.03
2022-02-04,168.05,170.42,167.08,168.75
2022-02-07,169.21,170.28,167.34,168.03
2022-02-08,168.1,171.65,167.81,171.14
2022-02-09,172.33,172.92,171.21,172.56
2022-02-10,170.46,171.77,167.93,168.49
2022-02-11,168.69,169.43,164.49,165.08
2022-02-14,163.84,166.0,163.04,165.31
2022-02-15,167.36,169.3,166.65,169.14
2022-02-16,168.22,169.68,166.46,168.91
2022-02-17,167.42,168.28,164.91,165.31
2022-02-18,166.23,166.94,162.68,163.77
2022-02-22,161.5,163.17,158.73,160.85
2022-02-23,162.04,162.64,156.38,156.69
2022-02-24,149.36,159.41,148.79,159.3
2022-02-25,160.38,161.63,157.47,161.37
2022-02-28,159.62,161.93,159.0,161.63
2022-03-01,161.22,163.08,158.55,159.75
2022-03-02,160.92,163.83,159.51,163.04
2022-03-03,164.91,165.34,162.05,162.72
2022-03-04,161.02,162.05,158.68,159.72
2022-03-07,159.91,161.54,155.68,155.94
2022-03-08,155.47,159.44,152.51,154.12
2022-03-09,158.07,159.96,156.04,159.51
2022-03-10,156.82,157.0,152.69,155.17
2022-03-11,155.57,155.92,151.24,151.46
2022-03-14,148.25,150.87,146.93,147.44
2022-03-15,147.71,152.28,147.2,151.81
2022-03-16,153.73,156.62,151.2,156.22
2022-03-17,155.26,157.6,154.3,157.23
2022-03-18,157.12,161.01,156.39,160.52
2022-03-21,160.06,162.84,159.57,161.89
2022-03-22,162.01,165.84,161.43,165.25
2022-03-23,164.44,168.99,164.11,166.62
2022-03-24,167.45,170.46,166.62,170.39
2022-03-25,170.21,171.58,169.1,171.03
2022-03-28,168.53,172.02,168.37,171.89
2022-03-29,172.96,175.23,172.62,175.18
2022-03-30,174.78,175.82,172.97,174.02
2022-03-31,174.08,174.27,170.72,170.92
2022-04-01,170.35,171.19,168.31,170.63
2022-04-04,170.88,174.72,170.76,174.67
2022-04-05,173.75,174.53,170.74,171.36
2022-04-06,168.72,169.96,166.54,168.2
2022-04-07,167.55,169.7,166.26,168.5
2022-04-08,168.15,168.15,165.63,166.5
2022-04-11,165.15,165.46,162.01,162.25
2022-04-12,164.47,166.28,163.12,164.12
2022-04-13,163.86,167.43,163.25,166.8
2022-04-14,167.02,167.65,161.55,161.8
2022-04-18,160.46,163.08,160.12,161.58
2022-04-19,161.54,164.28,160.45,163.86
2022-04-20,165.2,165.31,162.59,163.7
2022-04-21,165.34,167.91,162.41,162.91
2022-04-22,162.94,164.33,158.09,158.37
2022-04-25,157.72,159.72,155.11,159.44
2022-04-26,158.82,158.91,153.41,153.49
2022-04-27,152.62,156.42,152.1,153.26
2022-04-28,155.89,161.05,155.57,160.18
2022-04-29,158.42,162.69,153.93,154.32
2022-05-02,153.4,154.89,150.03,154.62
2022-05-03,154.81,157.32,153.02,156.11
2022-05-04,156.3,162.96,155.9,162.51
2022-05-05,160.39,160.62,151.68,153.46
2022-05-06,152.94,156.3,151.15,154.18
2022-05-09,151.88,152.76,148.51,149.07
2022-05-10,152.46,153.66,149.92,151.47
2022-05-11,150.48,152.39,142.94,143.62
2022-05-12,139.96,143.32,136.07,139.75
2022-05-13,141.74,145.19,140.29,144.21
2022-05-16,142.69,144.62,141.34,142.68
2022-05-17,145.93,146.82,143.79,146.3
2022-05-18,143.96,144.46,137.15,138.05
2022-05-19,137.13,138.87,133.91,134.65
2022-05-20,136.35,137.93,130.0,134.88
2022-05-23,135.08,140.44,134.94,140.29
2022-05-24,138.04,139.18,134.63,137.6
2022-05-25,135.71,139.0,135.62,137.75
2022-05-26,134.69,141.5,134.44,140.95
2022-05-27,142.53,146.73,142.4,146.7
2022-05-31,146.14,147.7,143.95,145.91
2022-06-01,146.95,148.75,144.77,145.78
2022-06-02,144.92,148.29,143.97,148.23
2022-06-03,144.01,145.06,141.62,142.52
2022-06-06,144.14,145.65,142.05,143.26
2022-06-07,141.51,146.07,141.26,145.78
2022-06-08,145.66,146.92,144.56,145.05
2022-06-09,144.19,145.04,139.73,139.83
