Date,Open,High,Low,Close
2022-01-11,301.88,304.99,298.51,303.42
2022-01-12,307.94,311.54,305.44,306.59
2022-01-13,308.71,309.1,292.84,293.61
2022-01-14,293.08,299.41,292.6,298.81
2022-01-18,292.91,298.43,290.66,291.54
2022-01-19,295.05,302.39,291.59,292.2
2022-01-20,297.73,300.21,290.09,290.53
2022-01-21,291.58,292.95,284.76,285.16
2022-01-24,281.47,286.2,265.92,285.49
2022-01-25,280.82,284.16,274.7,277.9
2022-01-26,296.68,297.18,282.27,285.82
2022-01-27,291.55,296.02,286.99,288.83
2022-01-28,289.21,297.16,283.64,296.94
2022-01-31,297.61,300.91,295.12,299.56
2022-02-01,299.02,299.23,293.93,297.43
2022-02-02,298.26,303.55,297.54,301.95
2022-02-03,298.13,299.81,288.95,290.19
2022-02-04,289.19,297.46,288.96,294.71
2022-02-07,294.93,296.54,288.89,289.9
2022-02-08,290.19,294.34,288.94,293.38
2022-02-09,298.5,300.48,296.11,299.79
2022-02-10,292.88,297.77,289.66,291.28
2022-02-11,292.06,293.12,283.42,284.21
2022-02-14,282.99,285.87,280.66,284.17
2022-02-15,289.0,289.76,286.12,289.44
2022-02-16,288.01,290.43,283.48,289.1
2022-02-17,286.07,286.5,279.93,280.64
2022-02-18,282.88,283.66,276.37,277.93
2022-02-22,275.11,281.42,274.62,277.73
2022-02-23,280.11,281.57,270.38,270.54
2022-02-24,263.05,284.91,262.09,284.36
2022-02-25,284.89,287.3,281.53,286.99
2022-02-28,284.09,288.76,282.83,288.42
2022-03-01,286.11,289.56,282.01,284.71
2022-03-02,285.11,291.0,283.5,289.77
2022-03-03,292.38,292.61,283.84,285.65
2022-03-04,284.07,285.4,277.2,279.8
2022-03-07,278.51,279.63,268.86,269.23
2022-03-08,268.16,274.1,260.63,266.27
2022-03-09,273.6,279.55,271.03,278.48
2022-03-10,273.19,276.65,270.84,275.68
2022-03-11,277.96,279.46,269.73,270.35
2022-03-14,270.61,275.49,266.24,266.84
2022-03-15,270.62,277.83,269.05,277.18
2022-03-16,279.07,284.34,273.37,284.17
2022-03-17,283.11,285.35,279.32,284.97
2022-03-18,285.12,290.55,282.57,290.0
2022-03-21,288.51,289.72,284.66,288.77
2022-03-22,289.39,294.41,288.4,293.5
2022-03-23,290.08,292.7,287.38,289.09
2022-03-24,288.76,293.64,287.96,293.54
2022-03-25,294.63,294.89,288.9,293.14
2022-03-28,293.77,300.01,293.77,299.91
2022-03-29,303.01,304.86,298.32,304.46
2022-03-30,302.87,304.98,300.76,302.96
2022-03-31,303.0,304.2,297.2,297.61
2022-04-01,298.63,299.36,294.93,298.68
2022-04-04,299.33,304.17,298.96,304.04
2022-04-05,302.39,303.94,299.11,300.09
2022-04-06,294.6,296.34,286.41,289.1
2022-04-07,286.36,293.11,286.06,290.91
2022-04-08,290.01,290.67,285.99,286.66
2022-04-11,281.66,282.45,275.11,275.36
2022-04-12,279.2,280.65,270.75,272.27
2022-04-13,272.91,278.56,271.53,277.64
2022-04-14,278.09,278.3,269.62,270.12
2022-04-18,269.23,272.65,268.68,270.78
2022-04-19,269.68,276.24,268.74,275.4
2022-04-20,279.35,279.64,275.46,276.42
2022-04-21,278.56,283.12,270.34,271.06
2022-04-22,271.9,273.37,263.89,264.52
2022-04-25,263.8,271.35,261.37,270.97
2022-04-26,267.87,268.7,260.63,260.84
2022-04-27,272.31,280.87,269.47,273.39
2022-04-28,275.29,280.88,271.69,279.58
2022-04-29,278.59,279.82,266.9,267.89
2022-05-02,268.07,275.05,266.63,274.59
2022-05-03,274.1,274.27,270.42,272.0
2022-05-04,272.78,280.78,267.12,279.91
2022-05-05,275.63,276.41,264.82,267.72
2022-05-06,265.27,269.56,261.85,265.19
2022-05-09,260.68,262.91,254.18,255.4
2022-05-10,262.26,264.25,255.87,260.14
2022-05-11,256.46,261.94,250.3,251.5
2022-05-12,248.74,250.86,241.34,246.49
2022-05-13,248.42,253.91,246.49,252.06
2022-05-16,250.94,256.59,246.9,252.42
2022-05-17,256.87,259.01,253.35,257.56
2022-05-18,254.46,255.04,244.56,245.83
2022-05-19,245.66,249.3,243.7,244.92
2022-05-20,248.89,250.15,238.44,244.36
2022-05-23,247.2,253.01,245.2,252.19
2022-05-24,249.52,252.85,245.27,251.19
2022-05-25,249.76,255.99,248.78,254.0
2022-05-26,253.75,258.44,252.94,257.27
2022-05-27,259.76,264.47,258.87,264.37
2022-05-31,263.68,265.85,260.2,263.04
2022-06-01,266.27,268.67,261.27,263.58
2022-06-02,255.86,265.73,253.11,265.67
2022-06-03,261.53,264.57,259.7,261.25
2022-06-06,263.23,265.28,258.54,260.02
2022-06-07,257.98,264.26,257.31,263.65
2022-06-08,262.89,264.14,260.86,261.63
2022-06-09,259.09,263.86,256.04,256.19
2022-06-10,252.12,252.12,244.33,244.78
2022-06-13,237.15,240.94,233.69,234.39
2022-06-14,235.94,237.76,233.67,236.55
2022-06-15,240.25,247.01,238.42,243.59
2022-06-16,237.99,239.39,235.13,237.02
2022-06-17,236.76,242.37,236.11,239.61
2022-06-21,242.13,246.48,241.41,245.5
2022-06-22,243.71,248.82,242.24,244.91
2022-06-23,247.27,250.95,245.4,250.46
2022-06-24,253.31,259.28,253.22,259.01
2022-06-27,259.5,259.59,254.73,256.29
2022-06-28,255.41,258.24,248.0,248.15
2022-06-29,249.23,253.46,247.46,251.81
2022-06-30,248.7,251.1,244.69,248.49
2022-07-01,248.07,251.34,246.34,251.15
2022-07-05,247.84,254.44,246.47,254.32
2022-07-06,255.19,259.29,253.88,257.57
2022-07-07,256.51,260.32,256.42,259.69
2022-07-08,256.19,259.4,254.74,258.97
2022-07-11,257.03,257.88,253.67,255.92
2022-07-12,257.25,257.31,243.86,245.43
2022-07-13,242.07,245.32,240.05,244.51
2022-07-14,242.43,246.86,237.96,245.83
2022-07-15,247.42,251.92,246.5,248.39
2022-07-18,251.32,252.37,245.08,246.0
2022-07-19,249.22,251.29,245.44,251.1
2022-07-20,251.46,256.27,250.5,253.75
2022-07-21,251.36,256.29,248.69,256.24
2022-07-22,256.63,256.72,250.66,251.91
2022-07-25,252.53,253.01,248.47,250.43
2022-07-26,251.42,251.44,241.47,243.72
2022-07-27,252.68,261.28,250.45,260.01
2022-07-28,260.99,268.82,259.17,267.44
2022-07-29,268.68,272.84,267.65,271.63
2022-08-01,268.8,272.15,266.88,268.98
2022-08-02,267.04,268.87,263.54,265.9
2022-08-03,267.77,274.3,267.63,273.3
2022-08-04,272.65,274.59,271.07,274.44
2022-08-05,270.09,274.44,269.63,273.72
2022-08-08,274.83,276.64,270.25,271.22
2022-08-09,270.56,273.89,268.6,273.13
2022-08-10,278.81,280.4,277.62,279.77
2022-08-11,281.41,281.76,277.21,277.7
2022-08-12,279.11,282.43,277.62,282.43
2022-08-15,281.55,284.63,280.69,283.94
2022-08-16,282.51,284.49,280.99,283.21
2022-08-17,280.93,284.43,280.67,282.46
2022-08-18,281.36,283.03,280.29,281.35
2022-08-19,280.11,280.45,276.88,277.45
2022-08-22,273.5,273.87,268.79,269.3
2022-08-23,268.03,270.38,267.02,268.03
2022-08-24,267.03,268.8,266.74,267.4
2022-08-25,268.9,270.53,266.17,270.37
2022-08-26,270.59,271.81,259.83,259.94
2022-08-29,257.76,259.27,255.83,257.16
2022-08-30,258.56,258.93,252.73,254.97
2022-08-31,257.32,258.99,253.38,253.52
2022-09-01,251.0,252.96,247.64,252.48
2022-09-02,253.74,256.69,246.73,248.27
2022-09-06,248.41,249.99,244.28,245.55
2022-09-07,246.95,250.96,245.52,250.24
2022-09-08,249.68,252.51,247.04,250.66
2022-09-09,252.58,257.16,252.37,256.42
2022-09-12,257.7,259.32,257.1,258.54
2022-09-13,250.97,252.48,243.94,244.33
2022-09-14,245.82,246.5,242.26,244.55
2022-09-15,242.17,243.75,236.6,237.92
2022-09-16,236.83,237.84,234.7,237.3
2022-09-19,235.1,237.68,233.53,237.08
2022-09-20,234.71,236.1,232.35,235.08
2022-09-21,236.84,240.13,231.63,231.68
2022-09-22,230.64,236.44,230.34,233.65
2022-09-23,232.25,233.8,228.05,230.68
2022-09-26,229.84,234.11,229.7,230.23
2022-09-27,232.68,234.45,227.37,229.22
2022-09-28,229.61,234.96,227.59,233.74
2022-09-29,231.62,232.65,227.28,230.28
2022-09-30,231.04,233.22,225.65,225.82
2022-10-03,228.25,234.26,227.52,233.42
2022-10-04,237.64,242.75,237.53,241.31
2022-10-05,238.51,242.96,236.68,241.62
2022-10-06,240.39,242.73,238.6,239.28
2022-10-07,233.57,233.98,226.08,227.12
2022-10-10,225.96,227.43,219.83,222.28
2022-10-11,220.7,222.09,217.29,218.55
2022-10-12,218.54,220.93,217.15,218.88
2022-10-13,213.16,228.92,212.47,227.12
2022-10-14,228.38,230.02,221.4,221.61
2022-10-17,228.65,231.69,227.99,230.31
